dsnyder0,Necoclí,Colombia
bortiz1,Dulce Nombre de Culmí,Honduras
wedwards2,Karonga,Malawi
jaustin3,Pasadena,Canada
dhenderson4,Serzedo,Portugal
jryan5,Kuching,Malaysia
awilliams6,Zhireken,Russia
aberry7,San Pedro Carchá,Guatemala
edixon8,Gopaan,Indonesia
vward9,Arkhaía Kórinthos,Greece
hhamiltona,Ongabelen,Indonesia
kbennettb,Ciwidara,Indonesia
ameyerc,Faranah,Guinea
jevansd,Changkeng,China
jnguyene,Las Parejas,Argentina
rfoxf,Kostino,Russia
rsmithg,Dahuaishu,China
wdiazh,Xushuguan,China
shalli,Fram,Paraguay
rhowellj,Zhongmen,China
awebbk,Pantang,China
creedl,Goyang-si,South Korea
pmorrism,Tirhanimîne,Morocco
jmorgann,Bani,Philippines
swhiteo,Terrugem,Portugal
jhunterp,Klirou,Cyprus
rwardq,Laocheng,China
hjacobsr,Åstorp,Sweden
jperezs,Vila Chã,Portugal
nrobertst,Muli,China
hgonzalesu,Isla Verde,Argentina
sharrisv,Kayangel,Palau
jrichardsw,Paris 15,France
hhowardx,Nama,Philippines
amoralesy,Dowr-e Rabāţ,Afghanistan
jmoralesz,Talshand,Mongolia
jparker10,Twardawa,Poland
mgilbert11,Puan,Argentina
gjames12,Jiakexi,China
lgriffin13,Atafu Village,Tokelau
aflores14,Pavlovskaya,Russia
nmyers15,Bonao,Dominican Republic
csmith16,Ngarus,Indonesia
wreed17,Huskvarna,Sweden
jcampbell18,Paulista,Brazil
sbanks19,Funga,Indonesia
rallen1a,Xuetian,China
wkim1b,Alua,Philippines
cmurray1c,Cervantes,Philippines
astevens1d,Ani-e,Philippines
sporter1e,Kaparéllion,Greece
ageorge1f,La Libertad,Mexico
lgarcia1g,Haninge,Sweden
bfox1h,Fonte Boa,Brazil
frichardson1i,Chengfeng,China
pbrown1j,Néa Tríglia,Greece
rmorgan1k,Cabriz,Portugal
kbishop1l,Carvalhal,Portugal
janderson1m,Sydney,Australia
srobinson1n,Lynchburg,United States
rbell1o,Lac-Brome,Canada
jmartinez1p,Talok,Indonesia
lporter1q,Hongjiang,China
jperez1r,Stockholm,Sweden
gwright1s,Hetou,China
cchapman1t,Guará,Brazil
wberry1u,La Tebaida,Colombia
dbell1v,Sibulan,Philippines
jevans1w,Yafan,China
fcook1x,Santa Cruz do Rio Pardo,Brazil
lharris1y,Odiongan,Philippines
bdean1z,Ucuncha,Peru
jhawkins20,Cololaca,Honduras
pjenkins21,Santol,Philippines
bsnyder22,Barbosa,Colombia
ghill23,Malāyer,Iran
ewheeler24,Falënki,Russia
mburke25,Nong Phok,Thailand
pmorrison26,Trieste,Italy
tlane27,Dzerzhinsk,Russia
mferguson28,Chum Phae,Thailand
bburke29,Sanjō,Japan
jstone2a,Kaga Bandoro,Central African Republic
frodriguez2b,Arlington,United States
cmcdonald2c,Kasui,Indonesia
vadams2d,Mangkon Daja,Indonesia
cgreen2e,Ostashkov,Russia
jpeters2f,Krasnoznamensk,Russia
rjenkins2g,Baoyou,China
mgray2h,Khokhryaki,Russia
bberry2i,Al Qurayn,Saudi Arabia
rromero2j,Kaputian,Philippines
smatthews2k,Marxog,China
ageorge2l,Fort Dauphin,Madagascar
jgreene2m,Quintã,Portugal
jjohnson2n,Brzozów,Poland
jcoleman2o,Pruchnik,Poland
shenry2p,Serrinha,Portugal
gkelly2q,Kunheda Woerzu Manzu,China
mprice2r,Dobra,Poland
jbishop2s,Zhuanqukou,China
agutierrez2t,Savonlinna,Finland
dolson2u,Mae Sot,Thailand
sreynolds2v,Masohi,Indonesia
ahamilton2w,Zhoujiadian,China
jtorres2x,Králův Dvůr,Czech Republic
creyes2y,Levashi,Russia
edixon2z,Pingba,China
apierce30,Jangkat,Indonesia
dgonzalez31,Casal da Serra,Portugal
jpeterson32,Quimper,France
kparker33,Saladas,Argentina
rfrazier34,Qiaodi,China
lbowman35,São Paulo,Brazil
greyes36,Miyang,China
cstanley37,Puor,Indonesia
ldunn38,Jixing,China
jhall39,Smach Mean Chey,Cambodia
chart3a,Alberton,Canada
hburke3b,Nīkshahr,Iran
lduncan3c,Korop,Ukraine
hfrazier3d,Jammā‘īn,Palestinian Territory
bpierce3e,Dusun Desa Bunter,Indonesia
jcruz3f,Alkmaar,Netherlands
dlopez3g,Truskavets,Ukraine
rpayne3h,Xuri,China
lmoore3i,Paris 19,France
pcunningham3j,Bender,Moldova
sowens3k,Călăraşi,Moldova
cgreene3l,Bozoum,Central African Republic
msullivan3m,Hamm,Germany
arussell3n,Aparecida de Goiânia,Brazil
jboyd3o,Särkisalo,Finland
bmoreno3p,Dobri Dol,Macedonia
rblack3q,Ōtsu-shi,Japan
jmccoy3r,Sulechów,Poland
lhughes3s,San Diego,United States
cfisher3t,Eisen,South Korea
spowell3u,Ciguha Tengah,Indonesia
eholmes3v,Morangis,France
mmoreno3w,Sucre,Colombia
gdiaz3x,Lena,Indonesia
jmontgomery3y,Lanús,Argentina
rwood3z,Włoszczowa,Poland
skelley40,Samajie Ewenkeminzu,China
pbanks41,Navashino,Russia
rday42,Doksy,Czech Republic
klewis43,Dayton,United States
jkelly44,Cawalo,Indonesia
aramos45,Albania,Colombia
nmedina46,Vallenar,Chile
jgarcia47,Jinshan,China
rhughes48,Feilaixia,China
maustin49,Gharavŭtí,Tajikistan
dbryant4a,Knežica,Bosnia and Herzegovina
mtorres4b,Paço,Portugal
lpalmer4c,Kandana,Sri Lanka
dlawrence4d,Chīchāwatni,Pakistan
jdean4e,Yŏnan-ŭp,North Korea
coliver4f,Zhonghouhe,China
jwright4g,Slawharad,Belarus
cmitchell4h,Bobigny,France
jshaw4i,Kajiado,Kenya
whart4j,São João de Meriti,Brazil
jphillips4k,Amper,Nigeria
akelly4l,Na Khu,Thailand
dpierce4m,Medan,Indonesia
arussell4n,Valuyki,Russia
jpierce4o,Cawayan,Philippines
twilliamson4p,Tarlac City,Philippines
wcarroll4q,Xiapu,China
drussell4r,Dajalorong,Indonesia
bharris4s,Ngajum,Indonesia
wgordon4t,Bhawāna,Pakistan
mcarroll4u,Le Raincy,France
jwashington4v,Stakhanov,Ukraine
jlawrence4w,Lons-le-Saunier,France
palvarez4x,Chikwawa,Malawi
dbutler4y,Bolszewo,Poland
framirez4z,Arauco,Chile
blopez50,Dístomo,Greece
jfields51,Sedayulawas,Indonesia
eblack52,Cayambe,Ecuador
bmason53,Matwaḩ,Yemen
chunt54,Tōgane,Japan
hbanks55,Lingquan,China
ebanks56,Bakunase,Indonesia
lsnyder57,Lilio,Philippines
jray58,Huxi,China
jroberts59,Jiblah,Yemen
dboyd5a,Caitang,China
dandrews5b,Bernardo Larroudé,Argentina
acooper5c,Cihaladan,Indonesia
adavis5d,Laúndos,Portugal
llawrence5e,La Celia,Colombia
mgriffin5f,Évreux,France
gowens5g,Angkimang,Indonesia
pgriffin5h,Nam Som,Thailand
smiller5i,Xia Zanggor,China
mwashington5j,Molo,Kenya
bkelly5k,Santa Catalina,Philippines
gjames5l,Zuocun,China
bhughes5m,Javalera,Philippines
cmeyer5n,Fengren,China
fcruz5o,Skoczów,Poland
rlawson5p,Mokotów,Poland
vdavis5q,Calheta de Nesquim,Portugal
csullivan5r,Murmino,Russia
wmoreno5s,Shemonaīkha,Kazakhstan
tgomez5t,Huangtan,China
jwagner5u,Tupsan,Philippines
ehamilton5v,Wuma,China
arogers5w,Jataí,Brazil
bkelley5x,Banakaja,Indonesia
gcarr5y,Shuanghe,China
ctorres5z,Pindi Bhattiān,Pakistan
mgreene60,Moju,Brazil
lpierce61,Sultan Kudarat,Philippines
twoods62,E’zhou,China
lmurphy63,Tsivil’sk,Russia
khudson64,Austin,United States
sarnold65,Quintã,Portugal
aanderson66,Huangqiang,China
jwatson67,Shancheng,China
chart68,Lancaster,United States
aromero69,Outeirô,Portugal
aelliott6a,Songea,Tanzania
jsimmons6b,Laholm,Sweden
mdixon6c,Luzino,Poland
grogers6d,Stockholm,Sweden
sfrazier6e,Konstantynów Łódzki,Poland
jwarren6f,Qiaotou,China
dhunt6g,Tân Châu,Vietnam
mramirez6h,Volgorechensk,Russia
rcooper6i,Refojos de Riba de Ave,Portugal
vbarnes6j,Heerlen,Netherlands
rhunt6k,Bendoroto,Indonesia
kbarnes6l,Dafang,China
scruz6m,Nancaicun,China
lmitchell6n,Rockford,United States
jgutierrez6o,Yulin,China
csnyder6p,Saladas,Argentina
hfowler6q,Meukek,Indonesia
jknight6r,Maciejowice,Poland
whawkins6s,Zhangpu,China
jreynolds6t,Lezhë,Albania
rrose6u,Veracruz,Panama
nlopez6v,Hiroshima-shi,Japan
rrichards6w,Albuquerque,United States
mmason6x,Banaybanay,Philippines
kgreen6y,Sudimanik,Indonesia
jburke6z,Cikarang,Indonesia
abennett70,Oslo,Norway
bgomez71,Mataquescuintla,Guatemala
jmorales72,El Coco,Panama
bpatterson73,Colón,Argentina
gturner74,Jhingergācha,Bangladesh
jbailey75,Huanshi,China
jromero76,Fresno,Colombia
calvarez77,Nigríta,Greece
jcrawford78,Tongyang,China
bharper79,Paoay,Philippines
rgreene7a,Shirone,Japan
rhunter7b,Nanganga,Tanzania
tboyd7c,Florence,United States
bjones7d,Gwaram,Nigeria
alynch7e,Krajan Sumberanget,Indonesia
aalvarez7f,Oslo,Norway
egarcia7g,Tiantang,China
pjordan7h,Nagareyama,Japan
abishop7i,Jeruk,Indonesia
ekelley7j,Växjö,Sweden
amcdonald7k,Santa,Peru
cbowman7l,Lanuza,Philippines
ebarnes7m,Izazi,Tanzania
mbradley7n,Paris La Défense,France
nlewis7o,Ayagoz,Kazakhstan
bferguson7p,Josefina,Philippines
kscott7q,Esquipulas,Guatemala
tharris7r,Ciudad Bolívar,Venezuela
aoliver7s,Bibinje,Croatia
ngutierrez7t,Baishuitan,China
shanson7u,Velyki Kopany,Ukraine
kmartin7v,Ambarawa,Indonesia
htaylor7w,Messina,Italy
gparker7x,Lusambo,Democratic Republic of the Congo
vgarza7y,Curiapo,Venezuela
chayes7z,Likhoy,Russia
rrichardson80,Latacunga,Ecuador
ehansen81,Yangchao,China
rmorrison82,Manisi,China
criley83,Negotin,Serbia
lberry84,Jiangkou,China
dramos85,Shangma,China
mhayes86,Canedo,Portugal
tblack87,Konobeyevo,Russia
jalvarez88,Kodamachō-kodamaminami,Japan
efreeman89,Sihe,China
pbailey8a,Ariguaní,Colombia
jbowman8b,Liucheng,China
carmstrong8c,Amphoe Sikhiu,Thailand
twebb8d,Tomaševac,Serbia
jmurray8e,Pinhais,Brazil
rphillips8f,Villeneuve-la-Garenne,France
dlopez8g,Steinkjer,Norway
kcole8h,Quinta,Portugal
bgeorge8i,Belford Roxo,Brazil
kfernandez8j,Pirassununga,Brazil
pdunn8k,Urbano Noris,Cuba
dgarrett8l,Patiya,Bangladesh
sgomez8m,Châu Thành,Vietnam
klane8n,Jiangchang,China
hdavis8o,Bulog,Philippines
cyoung8p,Qingshan,China
jcook8q,Kisai,Japan
lgreen8r,Tianxing,China
preed8s,Sebulu,Indonesia
jking8t,Umeå,Sweden
lcastillo8u,Örebro,Sweden
jwalker8v,Dhalie,Yemen
amurphy8w,Remedios,Cuba
jgraham8x,Miraflores,Portugal
dwatson8y,Ningxin,China
ldiaz8z,Götene,Sweden
shayes90,Taha Man Zu,China
creynolds91,Hinapalanan,Philippines
awatson92,Češinovo,Macedonia
aknight93,Bałtów,Poland
eadams94,Itbayat,Philippines
nsmith95,Taclobo,Philippines
jbell96,Xianqiao,China
ngilbert97,Murom,Russia
psims98,Nay Pyi Taw,Myanmar
mmorris99,Haradzishcha,Belarus
wdavis9a,Xinmatou,China
cburke9b,Chamical,Argentina
jgarrett9c,Shenji,China
rday9d,Asia,Peru
jfranklin9e,Kafr Sawm,Jordan
dmorales9f,Telsiai,Lithuania
rmyers9g,Razvanje,Slovenia
rperkins9h,James Craik,Argentina
sstewart9i,Alençon,France
acastillo9j,Wilkowice,Poland
rwoods9k,Laguna,Brazil
aross9l,Ferbane,Ireland
dcrawford9m,Āl Ma‘ūdah,Yemen
wwatson9n,Obock,Djibouti
jmcdonald9o,West End,United Kingdom
dsanchez9p,Chang’an,China
preynolds9q,Ōtake,Japan
cferguson9r,Osan,South Korea
pcooper9s,General Manuel J. Campos,Argentina
cdean9t,Jingzhou,China
hwelch9u,Huangjindong,China
dfoster9v,Buenavista,Philippines
dfisher9w,Sanxianling,China
tcarter9x,Ngã Bảy,Vietnam
jburke9y,Jatiwangi,Indonesia
rturner9z,Sankera,Nigeria
jfranklina0,Casma,Peru
jnguyena1,Lantapan,Philippines
rharrisa2,Huaihe,China
llanea3,Krousón,Greece
eforda4,Hongwŏn,North Korea
ashawa5,Kefar Yona,Israel
jfranklina6,Chojna,Poland
gshawa7,Cintawana,Indonesia
slanea8,Turka,Ukraine
bhudsona9,Loutrós,Greece
dhicksaa,Guojia,China
bmillsab,Ḩalḩūl,Palestinian Territory
sandersonac,Issenye,Tanzania
cburtonad,Vršac,Serbia
slawrenceae,Barice,Bosnia and Herzegovina
kwrightaf,Staryye Atagi,Russia
gdiazag,Qiandian,China
mbowmanah,Komono,Japan
iarnoldai,Béja,Tunisia
dstephensaj,Greystones,Ireland
pfrazierak,Belung Satu,Indonesia
rrobertsal,Beaconsfield,Canada
shughesam,Bulianhe,China
jcooperan,San Miguel,Paraguay
ltuckerao,Lappeenranta,Finland
vhernandezap,Las Higueras,Argentina
eoliveraq,Pingling,China
ehansenar,Kurnia,Indonesia
dbakeras,Haoraoshan,China
gbowmanat,Huji,China
dlynchau,Shchukino,Russia
jdavisav,Magole,Tanzania
lharrisonaw,Borogontsy,Russia
mbarnesax,Naivasha,Kenya
jnguyenay,La Condamine,Monaco
hmendozaaz,Bani,Philippines
dnelsonb0,Cibebek,Indonesia
dgomezb1,Täby,Sweden
shayesb2,Khoronk’,Armenia
dgrayb3,Tuojiang,China
kalvarezb4,San Agustin,Philippines
cmatthewsb5,Novoselitsa,Ukraine
ghayesb6,General Alvear,Argentina
ldiazb7,Compiègne,France
bmyersb8,Narita,Japan
bharveyb9,Solsona,Philippines
gmurphyba,Vavatenina,Madagascar
jmillsbb,Tanjungpati,Indonesia
htorresbc,Muhos,Finland
rmartinezbd,Banjar Buahan,Indonesia
mricebe,Tegalrejo,Indonesia
tmorrisonbf,Bokhan,Russia
jstewartbg,Palos,Tajikistan
mpetersonbh,Shangyi,China
dwillisbi,Tullamore,Ireland
kgrahambj,Guxi,China
sgardnerbk,Cumming,United States
lsanchezbl,Željezno Polje,Bosnia and Herzegovina
cmurphybm,Loures,Portugal
rhillbn,Kalinovskoye,Russia
gkennedybo,Chegang,China
fmyersbp,Nazaré,Brazil
khowellbq,Koffiefontein,South Africa
lalvarezbr,Juranalas,Indonesia
ssimpsonbs,Rio Negro,Brazil
cfreemanbt,Cordeiro,Brazil
dbellbu,Zhifang,China
pmoralesbv,Rende,China
rwilliamsbw,Brodósqui,Brazil
kkennedybx,Santa Rosa del Sara,Bolivia
amurphyby,Taibai,China
lmendozabz,Tāfuna,American Samoa
apricec0,Situ,China
cpaynec1,Ragana,Latvia
bpiercec2,Mislīyah,Palestinian Territory
gfowlerc3,Lidečko,Czech Republic
cfranklinc4,New Hyde Park,United States
bleec5,Sucre,Colombia
eadamsc6,San Vicente,Chile
jwalkerc7,Józefów,Poland
jruizc8,Beberibe,Brazil
tpiercec9,Desnogorsk,Russia
abutlerca,Whitchurch,United Kingdom
hburtoncb,Myaydo,Myanmar
mhawkinscc,Lodan Wetan,Indonesia
jschmidtcd,Silute,Lithuania
smorgance,Xiaomiaozi,China
cortizcf,Bystřany,Czech Republic
sarnoldcg,Bandhagen,Sweden
trileych,Chandler,United States
wjonesci,Chegdomyn,Russia
rcastillocj,Maliana,East Timor
jdanielsck,Lembang,Indonesia
athompsoncl,Quţūr,Egypt
adaviscm,Calancuasan Norte,Philippines
pmurphycn,Guoduwan,China
bsimsco,Vila Alva,Portugal
lhernandezcp,Linshui,China
jdaycq,Burgeo,Canada
jfernandezcr,Čortanovci,Serbia
mbennettcs,Harderwijk,Netherlands
ebellct,Solna,Sweden
etuckercu,Huelkail,Indonesia
vjenkinscv,Tinogasta,Argentina
cgraycw,Ayapel,Colombia
dgonzalescx,Vyborg,Russia
dmorriscy,Zastron,South Africa
alittlecz,Ban Khok,Thailand
sfieldsd0,Debre Sīna,Ethiopia
jreedd1,Chatuchak,Thailand
sarmstrongd2,Gálvez,Argentina
bowensd3,Talok,Indonesia
rgriffind4,Real,Portugal
sfernandezd5,Zbarazh,Ukraine
tstoned6,Bangrat,Indonesia
rsimsd7,Suai,East Timor
jgarciad8,Yili,China
ewilsond9,Buseresere,Tanzania
wburnsda,Krajan Menggare,Indonesia
dbakerdb,Simpang,Indonesia
rwatsondc,Malianzhuang,China
jevansdd,Zhongshan,China
breidde,Cao Thượng,Vietnam
krosedf,Le Mans,France
kpiercedg,Ciodeng,Indonesia
psnyderdh,Kodra,Ukraine
hperezdi,Šibenik,Croatia
sgarzadj,Kolomyagi,Russia
jmartinezdk,Couço,Portugal
mgarzadl,Umbulan,Indonesia
ckellydm,Motygino,Russia
ehowarddn,Yuzhai,China
mschmidtdo,Krajan Satu,Indonesia
swheelerdp,Thị Trấn Mường Khến,Vietnam
tlongdq,Venustiano Carranza,Mexico
bjohnsondr,Lingxi,China
jcarrds,Garoua,Cameroon
erobinsondt,Koungheul,Senegal
tellisdu,Kalepasan,Indonesia
afosterdv,Qijiaxi,China
eromerodw,Sritanjung,Indonesia
